Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
BPYPP,Brookfield Property Partners L.P.,24.48,0,n/a,n/a,Finance,Real Estate
BPYU,Brookfield Property REIT Inc.,15.67,613158591.19,n/a,n/a,Consumer Services,Real Estate Investment Trusts
BPYUP,Brookfield Property REIT Inc.,22.28,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
RA,Brookfield Real Assets Income Fund Inc.,17.6,772469508.8,n/a,2016,n/a,n/a
BEPC,Brookfield Renewable Corporation,79.15,9085724588.1,n/a,2020,Public Utilities,Electric Utilities: Central
BEP,Brookfield Renewable Partners L.P.,63.58,11647822111.86,n/a,n/a,Public Utilities,Electric Utilities: Central
BEP^A,Brookfield Renewable Partners L.P.,27.09,0,n/a,n/a,n/a,n/a
BRKL,"Brookline Bancorp, Inc.",11.37,898912200,n/a,n/a,Finance,Savings Institutions
BCAC,Brookline Capital Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
BCACU,Brookline Capital Acquisition Corp.,n/a,0,n/a,n/a,Finance,Business Services
BRKS,"Brooks Automation, Inc.",72.99,5388986074.59,n/a,1995,Technology,Industrial Machinery/Components
BRO,"Brown & Brown, Inc.",45.03,12791178571.2,n/a,n/a,Finance,Specialty Insurers
BF.A,Brown Forman Corporation,n/a,0,n/a,n/a,n/a,n/a
BF.B,Brown Forman Corporation,n/a,0,n/a,n/a,n/a,n/a
BRP,"BRP Group, Inc.",29.45,2333496518.75,n/a,2019,Finance,Specialty Insurers
DOOO,BRP Inc.,57.05,5015843416.5,n/a,n/a,Capital Goods,Industrial Specialties
BRT,BRT Apartments Corp.,13.06,224323797.06,n/a,n/a,Consumer Services,Real Estate Investment Trusts
BRKR,Bruker Corporation,50.61,7748801042.22,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BC,Brunswick Corporation,74.64,5847492111.84,n/a,n/a,Energy,Industrial Machinery/Components
BC^A,Brunswick Corporation,27.81,0,n/a,n/a,n/a,n/a
BC^B,Brunswick Corporation,28.17,0,n/a,n/a,n/a,n/a
BC^C,Brunswick Corporation,28.05,0,n/a,n/a,n/a,n/a
BMTC,Bryn Mawr Bank Corporation,29.82,595153106.52,n/a,n/a,Finance,Major Banks
BSQR,BSQUARE Corporation,1.41,18661403.58,n/a,1999,Miscellaneous,Business Services
BKE,"Buckle, Inc. (The)",26.82,1325115345.42,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
BVN,Buenaventura Mining Company Inc.,11.1,2819254223.7,n/a,1996,Basic Industries,Precious Metals
BBW,"Build-A-Bear Workshop, Inc.",4.09,63769451.77,n/a,2004,Consumer Services,Recreational Products/Toys
BLDR,"Builders FirstSource, Inc.",37.41,4370280680.49,n/a,2005,Consumer Services,RETAIL: Building Materials
BHSEU,Bull Horn Holdings Corp.,9.95,0,n/a,2020,Finance,Business Services
BG,Bunge Limited,58.89,8224616679.63,n/a,2001,Consumer Non-Durables,Packaged Foods
BUR,Burford Capital Limited,10.19,2232118246.63,n/a,2020,Finance,Finance: Consumer Services
BTAQ,Burgundy Technology Acquisition Corporation,9.85,435246875,n/a,2020,Finance,Business Services
BTAQU,Burgundy Technology Acquisition Corporation,10.2,450712500,n/a,2020,Finance,Business Services
BTAQW,Burgundy Technology Acquisition Corporation,0.77,0,n/a,2020,Finance,Business Services
BURL,"Burlington Stores, Inc.",218.54,14476122818.08,n/a,2013,Consumer Services,Department/Specialty Retail Stores
BNR,Burning Rock Biotech Limited,28.53,442928250,15525000,2020,Health Care,Medical Specialities
BFST,"Business First Bancshares, Inc.",18.67,385857314.79,n/a,n/a,Finance,Major Banks
BWXT,"BWX Technologies, Inc.",56.88,5421207829.68,n/a,n/a,Energy,Industrial Machinery/Components
BY,"Byline Bancorp, Inc.",15.33,591491202.33,n/a,2017,Finance,Major Banks
CFFI,C&F Financial Corporation,37.5,136863937.5,n/a,n/a,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",93.97,12774857554.19,n/a,1997,Transportation,Oil Refining/Marketing
CCCC,"C4 Therapeutics, Inc.",34.2,1471608900,n/a,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CABA,"Cabaletta Bio, Inc.",14.88,357945348.96,n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CABO,"Cable One, Inc.",1980.67,11932875206.22,n/a,2015,Consumer Services,Television Services
CBT,Cabot Corporation,41.41,2343807076.66,n/a,n/a,Basic Industries,Major Chemicals
COG,Cabot Oil & Gas Corporation,17.52,6983119515.12,n/a,1990,Energy,Oil & Gas Production
CACI,"CACI International, Inc.",237.29,5984169526.58,n/a,n/a,Technology,EDP Services
WHD,"Cactus, Inc.",23.2,1748467188,n/a,2018,Energy,Metal Fabrications
CADE,Cadence Bancorporation,13.94,1756140722.14,n/a,2017,Finance,Major Banks
CDNS,"Cadence Design Systems, Inc.",116.3,32439675300,n/a,n/a,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",10.04,356862764,n/a,n/a,Public Utilities,Water Supply
CAE,CAE Inc,24.35,6473544948.7,n/a,n/a,Miscellaneous,Industrial Machinery/Components
CZR,"Caesars Entertainment, Inc.",68.12,14187838640.56,n/a,n/a,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,11.94,411152658.24,n/a,2012,Capital Goods,Building Materials
CAI,"CAI International, Inc.",31.65,561548320.95,n/a,n/a,Technology,Diversified Commercial Services
CAI^A,"CAI International, Inc.",25.405,0,n/a,n/a,n/a,n/a
CAI^B,"CAI International, Inc.",25.6,0,n/a,n/a,n/a,n/a
CLBS,"Caladrius Biosciences, Inc.",1.52,29481885.04,n/a,n/a,Health Care,Misc Health and Biotechnology Services
CHY,Calamos Convertible and High Income Fund,13.7,1003530521.1,n/a,2003,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,12.88,913498737.2,n/a,2002,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,27.04,662088136.32,n/a,n/a,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,9.15,543021252.75,n/a,2007,n/a,n/a
CGO,Calamos Global Total Return Fund,13.98,123251007.24,n/a,2005,n/a,n/a
CPZ,Calamos Long/Short Equity & Dynamic Income Trust,17.18,0,n/a,2019,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,15.01,2325121063.01,n/a,2004,n/a,n/a
CAMP,CalAmp Corp.,9.12,319381697.76,n/a,1983,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",71.63,1264757730.08,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
CMCL,Caledonia Mining Corporation Plc,14.43,174874615.89,n/a,n/a,Basic Industries,Precious Metals
CAL,"Caleres, Inc.",11.77,446226076.12,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing
CALB,California BanCorp,16.1,131209815.8,n/a,n/a,Finance,Major Banks
CRC,California Resources Corporation,21.82,1818036312.22,n/a,2020,Energy,Oil & Gas Production
CWT,California Water  Service Group Holding,49.48,2466083200,n/a,n/a,Public Utilities,Water Supply
CALA,"Calithera Biosciences, Inc.",4.91,346443271.01,n/a,2014,Health Care,Major Pharmaceuticals
CALX,"Calix, Inc",23.68,1462783361.28,n/a,2010,Consumer Services,Telecommunications Equipment
ELY,Callaway Golf Company,21.25,2001315373.75,n/a,1992,Consumer Non-Durables,Recreational Products/Toys
CALT,Calliditas Therapeutics AB,36.65,135936535.9,3709046,2020,Health Care,Major Pharmaceuticals
CPE,Callon Petroleum Company,9.51,378047910.72,n/a,n/a,Energy,Oil & Gas Production
CALM,"Cal-Maine Foods, Inc.",39.13,1908440534,n/a,1996,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",3.63,283366315.98,n/a,2006,Energy,Integrated oil Companies
CLXT,"Calyxt, Inc.",3.72,137881963.68,n/a,2017,Basic Industries,Agricultural Chemicals
CEI,"Camber Energy, Inc.",0.8951,22377500,n/a,n/a,Energy,Oil & Gas Production
CMBM,Cambium Networks Corporation,27.06,695678747.94,n/a,2019,Technology,Radio And Television Broadcasting And Communications Equipment
CATC,Cambridge Bancorp,67.6,468352268.8,n/a,n/a,Finance,Major Banks
CAC,Camden National Corporation,34.35,512386721.4,n/a,n/a,Finance,Major Banks
CPT,Camden Property Trust,98.83,9625603095.97,n/a,1993,Consumer Services,Real Estate Investment Trusts
CCJ,Cameco Corporation,10.02,3966378984.12,n/a,1996,Basic Industries,Precious Metals
CPB,Campbell Soup Company,50.02,15119601772.54,n/a,n/a,Consumer Non-Durables,Packaged Foods
CWH,"Camping World Holdings, Inc.",30.65,2720385315.1,n/a,2016,Consumer Durables,Automotive Aftermarket
CAMT,Camtek Ltd.,18.85,775564494.25,n/a,2000,Capital Goods,Electronic Components
CAN,Canaan Inc.,5,252422320,50484464,2019,Technology,Semiconductors
GOOS,Canada Goose Holdings Inc.,33.24,3661275443.76,n/a,2017,Consumer Non-Durables,Apparel
CM,Canadian Imperial Bank of Commerce,84.2,37553948369.6,n/a,n/a,Finance,Commercial Banks
CNI,Canadian National Railway Company,107.05,76026910000,n/a,n/a,Transportation,Railroads
CNQ,Canadian Natural Resources Limited,22.84,26975364720,n/a,n/a,Energy,Oil & Gas Production
CP,Canadian Pacific Railway Limited,321.85,43288504115.55,n/a,n/a,Transportation,Railroads
CSIQ,Canadian Solar Inc.,42.76,2524622536.12,n/a,2006,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",2.59,10553972.87,n/a,n/a,Health Care,Medical Specialities
CANF,Can-Fite Biopharma Ltd,1.9,29286565.8,n/a,n/a,Health Care,Major Pharmaceuticals
CANG,Cango Inc.,8.58,1295351677.62,n/a,2018,Technology,Computer Software: Prepackaged Software
CNNE,"Cannae Holdings, Inc.",39.42,3613089177.9,n/a,2017,Consumer Services,Restaurants
CAJ,"Canon, Inc.",17.73,18541594632.87,n/a,n/a,Miscellaneous,Industrial Machinery/Components
CGC,Canopy Growth Corporation,28.8,10721767219.2,n/a,n/a,Consumer Durables,Specialty Chemicals
CMD,Cantel Medical Corp.,59.43,2510594379.09,n/a,n/a,Health Care,Medical/Dental Instruments
CPHC,Canterbury Park Holding Corporation,11.89,56106829.25,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation
CBNK,"Capital Bancorp, Inc.",11.89,162666780.86,n/a,2018,Finance,Major Banks
CCBG,Capital City Bank Group,22.77,381658535.28,n/a,n/a,Finance,Major Banks
COF,Capital One Financial Corporation,85.64,39171736000,n/a,1994,Finance,Major Banks
COF^F,Capital One Financial Corporation,25.02,0,n/a,n/a,n/a,n/a
COF^G,Capital One Financial Corporation,26.02,0,n/a,n/a,n/a,n/a
COF^H,Capital One Financial Corporation,26.46,0,n/a,n/a,n/a,n/a
COF^I,Capital One Financial Corporation,25.8,0,n/a,n/a,n/a,n/a
COF^J,Capital One Financial Corporation,25.19,0,n/a,n/a,n/a,n/a
COF^K,Capital One Financial Corporation,25.55,0,n/a,n/a,n/a,n/a
CPLP,Capital Product Partners L.P.,7.63,142094253,n/a,2007,Transportation,Marine Transportation
CSU,Capital Senior Living Corporation,0.87,27765409.68,n/a,1997,Health Care,Hospital/Nursing Management
CSWC,Capital Southwest Corporation,17.28,321809794.56,n/a,n/a,Consumer Non-Durables,Textiles
CSWCL,Capital Southwest Corporation,25.12,0,n/a,n/a,Consumer Non-Durables,Textiles
BXMT,"Capital Trust, Inc.",25.98,3798217311.18,n/a,n/a,Consumer Services,Real Estate Investment Trusts
CPTA,Capitala Finance Corp.,12.49,33861239.32,n/a,2013,n/a,n/a
CPTAG,Capitala Finance Corp.,23.79,0,n/a,n/a,n/a,n/a
CPTAL,Capitala Finance Corp.,23.62,0,n/a,n/a,n/a,n/a
CFFN,"Capitol Federal Financial, Inc.",12.32,1709923550.72,n/a,n/a,Finance,Savings Institutions
CPRI,Capri Holdings Limited,35.38,5329901226.34,n/a,2011,Consumer Non-Durables,Apparel
CAPR,"Capricor Therapeutics, Inc.",4.2,85879516.8,n/a,n/a,Health Care,Major Pharmaceuticals
CSTR,"CapStar Financial Holdings, Inc.",12.05,264441033.7,n/a,2016,Finance,Major Banks
CPSR,Capstar Special Purpose Acquisition Corp.,9.88,340860000,n/a,2020,Finance,Business Services
CPSR.U,Capstar Special Purpose Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
CPSR.WS,Capstar Special Purpose Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
CMO,Capstead Mortgage Corporation,5.63,543186616.87,n/a,n/a,Consumer Services,Real Estate Investment Trusts
CMO^E,Capstead Mortgage Corporation,24.35,0,n/a,n/a,n/a,n/a
CPST,Capstone Turbine Corporation,8.05,89139952.3,n/a,2000,Energy,Industrial Machinery/Components
CARA,"Cara Therapeutics, Inc.",14.67,731036965.68,n/a,2014,Health Care,Major Pharmaceuticals
CRDF,"Cardiff Oncology, Inc.",24.71,872871038.97,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAH,"Cardinal Health, Inc.",54.59,16017828424.99,n/a,n/a,Health Care,Other Pharmaceuticals
CSII,"Cardiovascular Systems, Inc.",34.46,1382690304.46,n/a,1981,Health Care,Medical/Dental Instruments
CDLX,"Cardlytics, Inc.",118.68,3259474873.32,n/a,2018,Technology,"Computer Software: Programming, Data Processing"
CATM,Cardtronics plc,24.28,1079956481.36,n/a,2007,Miscellaneous,Business Services
CDNA,"CareDx, Inc.",57.17,2816035038.72,n/a,2014,Health Care,Medical Specialities
CTRE,"CareTrust REIT, Inc.",19.43,1860146127.68,n/a,n/a,Consumer Services,Real Estate Investment Trusts
CARG,"CarGurus, Inc.",25.05,2836591434.15,n/a,2017,Technology,EDP Services
CSL,Carlisle Companies Incorporated,144.83,7730868259.45,n/a,n/a,Basic Industries,Specialty Chemicals
KMX,CarMax Inc,93.48,15338841822.84,n/a,n/a,Consumer Durables,Automotive Aftermarket
CCL,Carnival Corporation,19.98,22058216103.6,n/a,1987,Consumer Services,Marine Transportation
CUK,Carnival Corporation,17.67,15596820601.2,n/a,n/a,Consumer Services,Marine Transportation
PRTS,"CarParts.com, Inc.",15.07,713120929.62,n/a,2007,Consumer Services,Other Specialty Stores
CRS,Carpenter Technology Corporation,24.44,1173569867.08,n/a,n/a,Basic Industries,Steel/Iron Ore
CSV,"Carriage Services, Inc.",27.21,488959019.88,n/a,n/a,Consumer Services,Other Consumer Services
CARR,Carrier Global Corporation,38.07,32994784330.83,n/a,2020,Capital Goods,Industrial Machinery/Components
TAST,"Carrols Restaurant Group, Inc.",6.8,354222431.2,n/a,2006,Consumer Services,Restaurants
CARS,Cars.com Inc.,11.17,752704144.42,n/a,2017,Technology,EDP Services
CARE,"Carter Bankshares, Inc.",9.37,247245262.37,n/a,n/a,n/a,n/a
CRI,"Carter&#39;s, Inc.",88.99,3884197788.24,n/a,2003,Consumer Non-Durables,Apparel
CVNA,Carvana Co.,250.21,42980827092.94,n/a,2017,Consumer Durables,Automotive Aftermarket
CARV,"Carver Bancorp, Inc.",7.19,21603340.03,n/a,n/a,Finance,Savings Institutions
CASA,"Casa Systems, Inc.",5.31,443513512.62,n/a,2017,Technology,Radio And Television Broadcasting And Communications Equipment
CAS.U,Cascade Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
CWST,"Casella Waste Systems, Inc.",60.18,3052488053.94,n/a,1997,Public Utilities,Environmental Services
CASY,"Caseys General Stores, Inc.",181.68,6707766038.64,n/a,1983,Consumer Durables,Automotive Aftermarket
CASI,"CASI Pharmaceuticals, Inc.",2.49,308620134.21,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSPR,Casper Sleep Inc.,6.29,254943430.63,n/a,2020,Consumer Durables,Home Furnishings
CASS,"Cass Information Systems, Inc",42.43,611931103.19,n/a,n/a,Miscellaneous,Business Services
SAVA,"Cassava Sciences, Inc.",7.72,269842355.56,n/a,n/a,Health Care,Major Pharmaceuticals
CSTL,"Castle Biosciences, Inc.",47.56,946977861,n/a,2019,Health Care,Medical Specialities
CSLT,"Castlight Health, inc.",1.26,193762250.64,n/a,2014,Technology,EDP Services
CTRM,Castor Maritime Inc.,0.174,22830953.424,n/a,n/a,Transportation,Marine Transportation
CATB,"Catabasis Pharmaceuticals, Inc.",1.65,33139156.05,n/a,2015,Health Care,Major Pharmaceuticals
CTLT,"Catalent, Inc.",96.14,15834027071.72,n/a,2014,Health Care,Major Pharmaceuticals
CBIO,"Catalyst Biosciences, Inc. ",6.2,137006484,n/a,n/a,Health Care,Major Pharmaceuticals
CPRX,"Catalyst Pharmaceuticals, Inc.",3.66,379352499.84,n/a,2006,Health Care,Major Pharmaceuticals
CTT,"CatchMark Timber Trust, Inc.",9.59,467661116.23,n/a,2013,Consumer Services,Real Estate Investment Trusts
CAT,"Caterpillar, Inc.",173.59,94304205345.97,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks
CATY,Cathay General Bancorp,28.25,2250416667.75,n/a,n/a,Finance,Major Banks
CATO,Cato Corporation (The),8.06,184848596.14,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
CVCO,"Cavco Industries, Inc.",180.01,1653961041.62,n/a,n/a,Basic Industries,Homebuilding
CBFV,"CB Financial Services, Inc.",22.39,120858801.88,n/a,n/a,Finance,Major Banks
CBAT,"CBAK Energy Technology, Inc.",8.07,536390989.95,n/a,n/a,Miscellaneous,Industrial Machinery/Components
YCBD,"cbdMD, Inc.",3.01,156838000.48,n/a,2017,Consumer Non-Durables,Package Goods/Cosmetics
YCBD^A,"cbdMD, Inc.",8.35,0,n/a,n/a,n/a,n/a
CBZ,"CBIZ, Inc.",24.22,1320752276.06,n/a,n/a,Miscellaneous,Business Services
CBMB,"CBM Bancorp, Inc.",13.25,49198018.5,n/a,2018,Finance,Savings Institutions
CBO,CBO (Listing Market - NYSE - Networks A/E),13.3,0,n/a,n/a,n/a,n/a
CBOE,"Cboe Global Markets, Inc.",91.32,10211288250,n/a,2010,n/a,n/a
IGR,CBRE Clarion Global Real Estate Income Fund,6.65,775326785.1,n/a,2004,n/a,n/a
CBRE,"CBRE Group, Inc.",61.14,20509794880.44,n/a,n/a,Finance,Real Estate
CBTX,"CBTX, Inc.",21.95,545337828.6,n/a,2017,Finance,Major Banks
CBX,CBX (Listing Market NYSE Networks AE,2.7,0,n/a,n/a,n/a,n/a
PCPL,CC Neuberger Principal Holdings I,10.33,586227500,n/a,2020,Technology,EDP Services
PCPL.U,CC Neuberger Principal Holdings I,n/a,0,n/a,2020,n/a,n/a
PCPL.WS,CC Neuberger Principal Holdings I,n/a,0,n/a,n/a,n/a,n/a
PRPB,CC Neuberger Principal Holdings II,10,1085000000,n/a,2020,Finance,Business Services
PRPB.U,CC Neuberger Principal Holdings II,n/a,0,n/a,2020,n/a,n/a
PRPB.WS,CC Neuberger Principal Holdings II,n/a,0,n/a,n/a,n/a,n/a
CDK,"CDK Global, Inc.",47.9,5829042249.5,n/a,n/a,Miscellaneous,Business Services
CDW,CDW Corporation,130.49,18658531653.39,n/a,2013,Consumer Services,Catalog/Specialty Distribution
CECE,CECO Environmental Corp.,7.4,262735201.8,n/a,n/a,Capital Goods,Pollution Control Equipment
FUN,"Cedar Fair, L.P.",38.03,2156542034.14,n/a,1987,Consumer Services,Services-Misc. Amusement & Recreation
CDR,"Cedar Realty Trust, Inc.",7.94,107441078.68,n/a,n/a,Consumer Services,Real Estate Investment Trusts
CDR^B,"Cedar Realty Trust, Inc.",21.85,0,n/a,n/a,n/a,n/a
CDR^C,"Cedar Realty Trust, Inc.",19.5,0,n/a,n/a,n/a,n/a
CE,Celanese Corporation,129.33,15118033324.59,n/a,2005,Basic Industries,Major Chemicals
CELC,Celcuity Inc.,9.87,101631370.26,n/a,2017,Health Care,Medical Specialities
CLS,"Celestica, Inc.",7.53,971790603.21,n/a,1998,Technology,Electrical Products
CELG~,Celgene Corporation,0.3601,0,n/a,n/a,n/a,n/a
CEL,"Cellcom Israel, Ltd.",4.64,755274566.24,n/a,2007,Public Utilities,Telecommunications Equipment
CLDX,"Celldex Therapeutics, Inc.",22.5,890258962.5,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APOP,Cellect Biotechnology Ltd.,2.03,7929754.49,3906283,2016,Health Care,Medical/Dental Instruments
APOPW,Cellect Biotechnology Ltd.,0.156,0,n/a,2016,Health Care,Medical/Dental Instruments
CLRB,"Cellectar Biosciences, Inc.",1.26,33785127.18,n/a,n/a,Health Care,Major Pharmaceuticals
CLRBZ,"Cellectar Biosciences, Inc.",0.1302,0,n/a,n/a,Health Care,Major Pharmaceuticals
CLLS,Cellectis S.A.,25.37,458731688.83,18081659,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBMG,"Cellular Biomedicine Group, Inc.",18.39,357860021.1,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CVM,Cel-Sci Corporation,12.5,482801050,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Celsion Corporation,0.6724,25159672.2384,n/a,n/a,Health Care,Major Pharmaceuticals
CELH,"Celsius Holdings, Inc.",32.25,2310762681,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
CYAD,Celyad SA,9.82,14642022.62,1491041,2015,Health Care,Major Pharmaceuticals
CPAC,Cementos Pacasmayo S.A.A.,9.03,773160962.07,n/a,n/a,Capital Goods,Building Materials
CX,Cemex S.A.B. de C.V.,4.6,6949280416.4,n/a,n/a,Capital Goods,Building Materials
CETX,Cemtrex Inc.,1.46,24445267.64,n/a,n/a,Capital Goods,Electrical Products
CETXP,Cemtrex Inc.,2.0101,0,n/a,n/a,Capital Goods,Electrical Products
CETXW,Cemtrex Inc.,0.0844,0,n/a,n/a,Capital Goods,Electrical Products
CVE,Cenovus Energy Inc,4.96,6095195200,n/a,n/a,Energy,Oil & Gas Production
CNC,Centene Corporation,61.65,35744527095.3,n/a,n/a,Health Care,Medical Specialities
CDEV,"Centennial Resource Development, Inc.",1.18,328442899.2,n/a,2016,Energy,Oil & Gas Production
CEN,Center Coast Brookfield MLP & Energy Infrastructur,9.23,45471641.15,n/a,2013,n/a,n/a
CNP,"CenterPoint Energy, Inc.",23.19,12634401772.8,n/a,n/a,Public Utilities,Electric Utilities: Central
CNP^B,"CenterPoint Energy, Inc.",42.18,0,n/a,n/a,n/a,n/a
CNTG,Centogene N.V.,12.54,274141203.6,n/a,2019,Health Care,Medical Specialities
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,5.8,9100651414,n/a,2016,Public Utilities,Electric Utilities: Central
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,0,n/a,2016,n/a,n/a
CENT,Central Garden & Pet Company,40.04,2195901948.24,n/a,1993,Consumer Durables,Consumer Specialties
CENTA,Central Garden & Pet Company,36.89,2023147424.34,n/a,n/a,Consumer Durables,Consumer Specialties
CEPU,Central Puerto S.A.,2.7,408786007.5,n/a,2018,Public Utilities,Electric Utilities: Central
CET,Central Securities Corporation,30.6,789085566,n/a,n/a,n/a,n/a
CVCY,Central Valley Community Bancorp,14.25,178233456.75,n/a,n/a,Finance,Major Banks
CNTX,Centrexion Therapeutics Corporation,n/a,0,n/a,n/a,n/a,n/a
LEU,Centrus Energy Corp.,14.99,180477936.11,n/a,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CENX,Century Aluminum Company,10.15,908271065.1,n/a,1996,Basic Industries,Aluminum
